"area_id","item_id","main_type","mid_type","sub_type","price","price_text","user_url","user_name","item_state","delivery_charge_burden","delivery_method","shipment_date_criterion",
"2","m86489450865","エンタメ・ホビー","おもちゃ/ぬいぐるみ","ぬいぐるみ","2300","¥ 2,300","https://www.mercari.com/jp/u/776088704/","林檎","未使用に近い","送料込み(出品者負担)","未定","4~7日で発送",
"2","m75130233201","エンタメ・ホビー","おもちゃ/ぬいぐるみ","ぬいぐるみ","1444","¥ 1,444","https://www.mercari.com/jp/u/331885707/","サダ","新品、未使用","送料込み(出品者負担)","未定","4~7日で発送",
"2","m20506669240","エンタメ・ホビー","おもちゃ/ぬいぐるみ","ぬいぐるみ","2222","¥ 2,222","https://www.mercari.com/jp/u/331885707/","サダ","新品、未使用","送料込み(出品者負担)","未定","4~7日で発送",
"2","m71184308449","メンズ","時計","腕時計(アナログ)","13333","¥ 13,333","https://www.mercari.com/jp/u/169686648/","かみ","目立った傷や汚れなし","送料込み(出品者負担)","ゆうパック","4~7日で発送",
"2","m54296313594","エンタメ・ホビー","トレーディングカード","ポケモンカードゲーム","5555","¥ 5,555","https://www.mercari.com/jp/u/331885707/","サダ","目立った傷や汚れなし","送料込み(出品者負担)","未定","4~7日で発送",
"2","m27731471931","家電・スマホ・カメラ","テレビ/映像機器","DVDプレーヤー","2000","¥ 2,000","https://www.mercari.com/jp/u/461939982/","ASAMI","目立った傷や汚れなし","送料込み(出品者負担)","らくらくメルカリ便","1~2日で発送",
"2","m81692356734","メンズ","トップス","ニット/セーター","10000","¥ 10,000","https://www.mercari.com/jp/u/386807112/","つばさ","新品、未使用","送料込み(出品者負担)","らくらくメルカリ便","2~3日で発送",
"2","m17915447954","メンズ","靴","スニーカー","6000","¥ 6,000","https://www.mercari.com/jp/u/217909543/","Ｋ．Ｉ","やや傷や汚れあり","送料込み(出品者負担)","普通郵便(定形、定形外)","4~7日で発送",
"2","m77334348147","エンタメ・ホビー","フィギュア","コミック/アニメ","800","¥ 800","https://www.mercari.com/jp/u/217909543/","Ｋ．Ｉ","やや傷や汚れあり","送料込み(出品者負担)","普通郵便(定形、定形外)","4~7日で発送",
"2","m49435430072","エンタメ・ホビー","CD","邦楽","980","¥ 980","https://www.mercari.com/jp/u/757425162/","Kee-Yo","未使用に近い","送料込み(出品者負担)","普通郵便(定形、定形外)","4~7日で発送",
"2","m92941111834","エンタメ・ホビー","トレーディングカード","ドラゴンボール","333","¥ 333","https://www.mercari.com/jp/u/224021855/","FTSR","目立った傷や汚れなし","送料込み(出品者負担)","普通郵便(定形、定形外)","2~3日で発送",
"2","m19026377235","その他","食料品","菓子","1850","¥ 1,850","https://www.mercari.com/jp/u/908995130/","はな♡はな♡プロフ必読","新品、未使用","送料込み(出品者負担)","普通郵便(定形、定形外)","2~3日で発送",
"2","m95718442546","エンタメ・ホビー","フィギュア","コミック/アニメ","500","¥ 500","https://www.mercari.com/jp/u/317065177/","えいたん","新品、未使用","送料込み(出品者負担)","普通郵便(定形、定形外)","2~3日で発送",
"2","m95096632865","エンタメ・ホビー","テレビゲーム","携帯用ゲームソフト","3500","¥ 3,500","https://www.mercari.com/jp/u/349652747/","みののんた","未使用に近い","着払い(購入者負担)","ゆうパック","2~3日で発送",
"2","m72477157758","エンタメ・ホビー","フィギュア","コミック/アニメ","5000","¥ 5,000","https://www.mercari.com/jp/u/349652747/","みののんた","新品、未使用","着払い(購入者負担)","ゆうパック","2~3日で発送",
"2","m37923188546","レディース","バッグ","トートバッグ","1500","¥ 1,500","https://www.mercari.com/jp/u/597268525/","むらんぼう","新品、未使用","送料込み(出品者負担)","クリックポスト","2~3日で発送",
"2","m76475125658","メンズ","靴","ブーツ","7000","¥ 7,000","https://www.mercari.com/jp/u/384758098/","CB400","やや傷や汚れあり","送料込み(出品者負担)","らくらくメルカリ便","2~3日で発送",
"2","m68494406133","レディース","帽子","ニットキャップ/ビーニー","555","¥ 555","https://www.mercari.com/jp/u/330684021/","べーこん","目立った傷や汚れなし","送料込み(出品者負担)","普通郵便(定形、定形外)","2~3日で発送",
"2","m89691215988","スポーツ・レジャー","その他スポーツ","その他","5000","¥ 5,000","https://www.mercari.com/jp/u/356237015/","あみ","未使用に近い","着払い(購入者負担)","未定","2~3日で発送",
"2","m67510865457","ハンドメイド","ファッション/小物","ファッション雑貨","123456","¥ 123,456","https://www.mercari.com/jp/u/104455730/","かぼさん","新品、未使用","送料込み(出品者負担)","未定","4~7日で発送",
"2","m18874091854","エンタメ・ホビー","ミリタリー","個人装備","3000","¥ 3,000","https://www.mercari.com/jp/u/346342083/","ポテトだんしゃく","目立った傷や汚れなし","送料込み(出品者負担)","ゆうゆうメルカリ便","2~3日で発送",
"2","m69143136265","レディース","トップス","シャツ/ブラウス(七分/長袖)","5900","¥ 5,900","https://www.mercari.com/jp/u/739016464/","イチゴドロップス","新品、未使用","送料込み(出品者負担)","らくらくメルカリ便","4~7日で発送",
"2","m74294799223","エンタメ・ホビー","CD","邦楽","980","¥ 980","https://www.mercari.com/jp/u/757425162/","Kee-Yo","未使用に近い","送料込み(出品者負担)","普通郵便(定形、定形外)","4~7日で発送",
"2","m91710534567","レディース","トップス","シャツ/ブラウス(七分/長袖)","4300","¥ 4,300","https://www.mercari.com/jp/u/462094352/","ちー","新品、未使用","送料込み(出品者負担)","未定","2~3日で発送",
"2","m60428229324","レディース","パンツ","カジュアルパンツ","3500","¥ 3,500","https://www.mercari.com/jp/u/269798347/","sahika","新品、未使用","送料込み(出品者負担)","らくらくメルカリ便","2~3日で発送",
"2","m56259180803","スポーツ・レジャー","その他スポーツ","サッカー/フットサル","1000","¥ 1,000","https://www.mercari.com/jp/u/317065177/","えいたん","新品、未使用","送料込み(出品者負担)","普通郵便(定形、定形外)","2~3日で発送",
"2","m34190335203","レディース","ジャケット/アウター","ロングコート","5600","¥ 5,600","https://www.mercari.com/jp/u/462094352/","ちー","目立った傷や汚れなし","送料込み(出品者負担)","未定","2~3日で発送",
"2","m64164229767","エンタメ・ホビー","本","文学/小説","1100","¥ 1,100","https://www.mercari.com/jp/u/893823808/","saori☆","未使用に近い","送料込み(出品者負担)","ゆうゆうメルカリ便","1~2日で発送",
"2","m83467521668","その他","文房具/事務用品","その他","1700","¥ 1,700","https://www.mercari.com/jp/u/314306334/","レオナルド","やや傷や汚れあり","送料込み(出品者負担)","普通郵便(定形、定形外)","2~3日で発送",
"2","m90658255447","レディース","小物","名刺入れ/定期入れ","20000","¥ 20,000","https://www.mercari.com/jp/u/269798347/","sahika","未使用に近い","送料込み(出品者負担)","らくらくメルカリ便","2~3日で発送",
